relative contribution to rate (dimensionless), Energy (eV) 
2.0912256962188015e-27 , 0.10627573097020958
1.2478250834925648e-11 , 0.10585396925659825
1.0 , 0.10581970374403994
0.9999999971861399 , 0.10581969923979485
0.9946576785361481 , 0.10472110604725753
8.068110115771338e-16 , 0.0982184189475947
4.004585738912079e-16 , 0.0942512033676164
3.6785260733944864e-16 , 0.09425119336761636
0.14616219359910462 , 0.05253707307005978
2.151928041274093e-28 , 0.052013646794415204
8.90138660636922e-16 , 0.0474376133947247
5.908751473405088e-16 , 0.047049330731697835
5.906890521002844e-16 , 0.04704932073169781
0.5219660271049718 , 0.04223136269111177
0.5219665453931702 , 0.04223135387669021
4.684277118874976e-16 , 0.03792545805203668
0.45498253660948323 , 0.03729020771157629
2.4225692747109512e-14 , 0.036253513044035124
1.212700156637044e-14 , 0.03283466907376589
1.1772583098474432e-14 , 0.032834659073765864
2.8850717299510017e-28 , 0.03125462950961977
0.12224669885553895 , 0.029277323918018575
0.12224682254989959 , 0.029277316664663326
1.6478705519548815e-15 , 0.02529660531494733
1.078046202399985e-15 , 0.023788385312857794
2.5317836919262187e-16 , 0.02262394504549855
3.0845214267512837e-16 , 0.022623935045498523
1.2015375266250423e-07 , 0.018975542218485138
0.01480106007125266 , 0.016172008589291506
0.014801080175092695 , 0.016171998642870323
1.4352675136315678e-16 , 0.013669554552862834
1.3893187501855638e-16 , 0.01366954455286279
7.174036653738794e-17 , 0.008476715953305842
