m (eV), gayy (GeV^(-1))
0.01, 3.444210941607634e-12
0.010004606691503637, 3.4417222110922825e-12
0.010009215505167928, 3.439229112306671e-12
0.0100138264419705, 3.436731639804889e-12
0.010018439502889411, 3.4342297881342685e-12
0.010023054688903176, 3.4317235518353618e-12
0.010027672000990756, 3.4292129254419363e-12
0.010032291440131577, 3.426697903480953e-12
0.010036913007305503, 3.4241784804725744e-12
0.010041536703492851, 3.4216546509301407e-12
0.010046162529674389, 3.419126409360162e-12
0.010050790486831348, 3.4165937502623005e-12
0.0100554205759454, 3.414056668129373e-12
0.010060052797998669, 3.411515157447333e-12
0.01006468715397373, 3.40896921269526e-12
0.010069323644853629, 3.4064188283453386e-12
0.010073962271621838, 3.4038639988628725e-12
0.010078603035262302, 3.401304718706244e-12
0.010083245936759404, 3.39874098232693e-12
0.010087890977097997, 3.3961727841694615e-12
0.010092538157263378, 3.3936001186714387e-12
0.010097187478241296, 3.3910229802635093e-12
0.010101838941017955, 3.3884413633693568e-12
0.010106492546580022, 3.385855262405682e-12
0.010111148295914613, 3.383264671782206e-12
0.010115806190009291, 3.3806695859016525e-12
0.010120466229852082, 3.3780699991597335e-12
0.01012512841643147, 3.3754659059451373e-12
0.01012979275073639, 3.3728573006395204e-12
0.010134459233756232, 3.370244177617498e-12
0.010139127866480835, 3.36762653124663e-12
0.010143798649900514, 3.3650043558873994e-12
0.010148471585006024, 3.362377645893219e-12
0.010153146672788578, 3.3597463956104058e-12
0.010157823914239843, 3.357110599378179e-12
0.01016250331035196, 3.354470251528632e-12
0.010167184862117507, 3.3518253463867386e-12
0.010171868570529527, 3.3491758782703354e-12
0.010176554436581518, 3.3465218414901052e-12
0.010181242461267448, 3.34386323034956e-12
0.010185932645581725, 3.3412000391450477e-12
0.010190624990519226, 3.3385322621657257e-12
0.010195319497075278, 3.33585989369355e-12
0.010200016166245681, 3.3331829280032624e-12
0.01020471499902668, 3.3305013593623844e-12
0.010209415996414985, 3.327815182031196e-12
0.010214119159407757, 3.3251243902627376e-12
0.010218824489002633, 3.3224289783027757e-12
0.010223531986197697, 3.319728940389809e-12
0.010228241651991493, 3.3170242707550517e-12
0.010232953487383024, 3.3143149636224173e-12
0.010237667493371768, 3.3116010132085e-12
0.010242383670957644, 3.308882413722578e-12
0.010247102021141043, 3.30615915936659e-12
0.010251822544922806, 3.303431244335126e-12
0.010256545243304254, 3.3006986628154057e-12
0.010261270117287152, 3.29796140898728e-12
0.010265997167873735, 3.2952194770232073e-12
0.010270726396066689, 3.292472861088248e-12
0.01027545780286918, 3.2897215553400393e-12
0.010280191389284826, 3.2869655539287952e-12
0.010284927156317703, 3.2842048509972903e-12
0.01028966510497235, 3.2814394406808425e-12
0.010294405236253783, 3.2786693171072965e-12
0.010299147551167467, 3.275894474397021e-12
0.010303892050719334, 3.2731149066628893e-12
0.010308638735915771, 3.270330608010269e-12
0.01031338760776365, 3.2675415725369943e-12
0.01031813866727029, 3.264747794333376e-12
0.010322891915443475, 3.2619492674821713e-12
0.010327647353291452, 3.259145986058575e-12
0.010332404981822947, 3.256337944130202e-12
0.010337164802047136, 3.2535251357570777e-12
0.010341926814973664, 3.2507075549916273e-12
0.010346691021612635, 3.247885195878656e-12
0.010351457422974638, 3.2450580524553285e-12
0.010356226020070703, 3.242226118751172e-12
0.010360996813912338, 3.239389388788054e-12
0.010365769805511522, 3.236547856580156e-12
0.010370544995880693, 3.2337015161339792e-12
0.010375322386032752, 3.2308503614483214e-12
0.010380101976981068, 3.2279943865142608e-12
0.010384883769739492, 3.2251335853151366e-12
0.010389667765322323, 3.2222679518265483e-12
0.010394453964744334, 3.219397480016331e-12
0.010399242369020761, 3.21652216384455e-12
0.010404032979167322, 3.213641997263465e-12
0.010408825796200191, 3.2107569742175395e-12
0.01041362082113601, 3.207867088643416e-12
0.010418418054991885, 3.204972334469902e-12
0.01042321749878541, 3.202072705617945e-12
