theta_(nup, lam) == T_11^(-1)_(nup, 3n + lambda), theta_nup0^2 + theta_nup1^2, E_nup
(0.044234598784268366+0.5654520564872816j) , (1.6842088616607587e-06-1.3175357001089626e-07j) , 0.32169272791815506 , 0.08977692479687455
(7.588834280724979e-07-1.3244381062376013e-06j) , (0.5663732592271692+0.3245234725474113j) , 0.42609415300416664 , 0.08944633978009485
(0.027243866383744434+0.3482679123363092j) , (9.216588972828228e-08-7.2098479956698824e-09j) , 0.12203276701863504 , 0.08879889937159109
(2.2230404891938905e-15+2.90658600691485e-14j) , (7.813592986654362e-16+6.852613173556999e-17j) , 8.503813487602584e-28 , 0.08382080526490689
(1.746337713180924e-08+2.694895693625335e-08j) , (1.3227857945310539e-08-8.114491991551209e-09j) , 1.2720370269020992e-15 , 0.06962656651256022
(-4.981468436103803e-09+1.1272339028344411e-08j) , (-3.737864244773623e-08-1.5424888591628103e-08j) , 1.7869707542496822e-15 , 0.0696265631330031
(-3.8802456240816945e-16+2.6436571044830107e-15j) , (1.0808031245493616e-15+3.021288262892927e-16j) , 8.398903168826156e-30 , 0.041080832387915
(3.644306682224786e-08+2.0718285190256652e-08j) , (-1.4035386433068524e-09-1.719507177444708e-08j) , 2.054984874687273e-15 , 0.017052697799400815
(-1.092224185524763e-09-1.3962269545744373e-08j) , (4.480677218920651e-08+2.567367930478794e-08j) , 2.862922567600013e-15 , 0.01705269698643631
(-0.10979909099176527-1.4035784006974654j) , (-7.523626526031247e-07+5.885741492789724e-08j) , 1.9820881672876423 , 0.005000562103287906
(-3.6595758912293653e-07+6.386813007167134e-07j) , (-1.2317025618249264-0.7057489144787269j) , 2.0151727310945295 , 0.004977227490090735
