m (eV), gayy (GeV^(-1))
0.01, 5.446702123770315e-12
0.010004606691503637, 5.4479035421150845e-12
0.010009215505167928, 5.44910517546483e-12
0.0100138264419705, 5.450307023796627e-12
0.010018439502889411, 5.451509087087452e-12
0.010023054688903176, 5.452711365314189e-12
0.010027672000990756, 5.453913858453633e-12
0.010032291440131577, 5.455116566482489e-12
0.010036913007305503, 5.456319489377363e-12
0.010041536703492851, 5.4575226271147755e-12
0.010046162529674389, 5.458725979671148e-12
0.010050790486831348, 5.459929547022817e-12
0.0100554205759454, 5.461133329146019e-12
0.010060052797998669, 5.462337326016899e-12
0.01006468715397373, 5.46354153761151e-12
0.010069323644853629, 5.464745963905817e-12
0.010073962271621838, 5.465950604875681e-12
0.010078603035262302, 5.4671554604968785e-12
0.010083245936759404, 5.468360530745086e-12
0.010087890977097997, 5.469565815595892e-12
0.010092538157263378, 5.470771315024788e-12
0.010097187478241296, 5.471977029007171e-12
0.010101838941017955, 5.473182957518346e-12
0.010106492546580022, 5.474389100533517e-12
0.010111148295914613, 5.4755954580278085e-12
0.010115806190009291, 5.476802029976233e-12
0.010120466229852082, 5.47800881635372e-12
0.01012512841643147, 5.479215817135101e-12
0.01012979275073639, 5.480423032295113e-12
0.010134459233756232, 5.4816304618083944e-12
0.010139127866480835, 5.482838105649488e-12
0.010143798649900514, 5.484045963792854e-12
0.010148471585006024, 5.485254036212841e-12
0.010153146672788578, 5.48646232288371e-12
0.010157823914239843, 5.487670823779623e-12
0.01016250331035196, 5.4888795388746515e-12
0.010167184862117507, 5.490088468142766e-12
0.010171868570529527, 5.491297611557841e-12
0.010176554436581518, 5.492506969093658e-12
0.010181242461267448, 5.493716540723901e-12
0.010185932645581725, 5.494926326422154e-12
0.010190624990519226, 5.496136326161912e-12
0.010195319497075278, 5.49734653991656e-12
0.010200016166245681, 5.498556967659404e-12
0.01020471499902668, 5.4997676093636356e-12
0.010209415996414985, 5.500978465002362e-12
0.010214119159407757, 5.502189534548587e-12
0.010218824489002633, 5.503400817975217e-12
0.010223531986197697, 5.504612315255061e-12
0.010228241651991493, 5.505824026360834e-12
0.010232953487383024, 5.507035951265148e-12
0.010237667493371768, 5.508248089940518e-12
0.010242383670957644, 5.5094604423593675e-12
0.010247102021141043, 5.510673008494012e-12
0.010251822544922806, 5.511885788316669e-12
0.010256545243304254, 5.51309878179947e-12
0.010261270117287152, 5.514311988914435e-12
0.010265997167873735, 5.515525409633489e-12
0.010270726396066689, 5.5167390439284576e-12
0.01027545780286918, 5.517952891771071e-12
0.010280191389284826, 5.519166953132956e-12
0.010284927156317703, 5.52038122798564e-12
0.01028966510497235, 5.521595716300553e-12
0.010294405236253783, 5.522810418049025e-12
0.010299147551167467, 5.524025333202286e-12
0.010303892050719334, 5.5252404617314655e-12
0.010308638735915771, 5.52645580360759e-12
0.01031338760776365, 5.527671358801594e-12
0.01031813866727029, 5.528887127284306e-12
0.010322891915443475, 5.530103109026453e-12
0.010327647353291452, 5.531319303998662e-12
0.010332404981822947, 5.532535712171464e-12
0.010337164802047136, 5.533752333515283e-12
0.010341926814973664, 5.5349691680004454e-12
0.010346691021612635, 5.536186215597174e-12
0.010351457422974638, 5.5374034762755955e-12
0.010356226020070703, 5.5386209500057255e-12
0.010360996813912338, 5.539838636757489e-12
0.010365769805511522, 5.541056536500702e-12
0.010370544995880693, 5.542274649205082e-12
0.010375322386032752, 5.5434929748402406e-12
0.010380101976981068, 5.544711513375692e-12
0.010384883769739492, 5.545930264780846e-12
0.010389667765322323, 5.54714922902501e-12
0.010394453964744334, 5.54836840607739e-12
0.010399242369020761, 5.549587795907083e-12
0.010404032979167322, 5.550807398483092e-12
0.010408825796200191, 5.552027213774315e-12
0.01041362082113601, 5.553247241749542e-12
0.010418418054991885, 5.554467482377461e-12
0.01042321749878541, 5.555687935626663e-12
0.010428019153534631, 5.556908601465629e-12
0.010432823020258065, 5.5581294798627355e-12
0.010437629099974697, 5.559350570786259e-12
0.010442437393703992, 5.5605718742043705e-12
0.010447247902465874, 5.561793390085138e-12
0.010452060627280742, 5.563015118396523e-12
0.010456875569169456, 5.564237059106383e-12
0.010461692729153363, 5.565459212182474e-12
0.010466512108254266, 5.566681577592441e-12
0.010471333707494446, 5.567904155303831e-12
0.010476157527896646, 5.56912694528408e-12
0.010480983570484097, 5.570349947500527e-12
0.010485811836280487, 5.571573161920395e-12
0.010490642326309979, 5.572796588510808e-12
0.010495475041597204, 5.5740202272387836e-12
0.010500309983167278, 5.575244078071234e-12
0.010505147152045778, 5.5764681409749644e-12
0.010509986549258755, 5.5776924159166756e-12
0.01051482817583273, 5.578916902862957e-12
0.01051967203279471, 5.5801416017803e-12
0.010524518121172163, 5.581366512635084e-12
0.010529366441993029, 5.582591635393582e-12
0.010534216996285723, 5.583816970021961e-12
0.010539069785079147, 5.585042516486282e-12
0.010543924809402663, 5.586268274752496e-12
0.010548782070286108, 5.587494244786453e-12
0.010553641568759792, 5.588720426553887e-12
0.010558503305854516, 5.589946820020432e-12
0.010563367282601535, 5.591173425151609e-12
0.010568233500032588, 5.592400241912834e-12
0.010573101959179888, 5.593627270269416e-12
0.010577972661076131, 5.594854510186552e-12
0.010582845606754479, 5.596081961629336e-12
0.010587720797248571, 5.597309624562749e-12
0.01059259823359252, 5.598537498951661e-12
0.010597477916820933, 5.599765584760844e-12
0.010602359847968873, 5.600993881954951e-12
0.010607244028071885, 5.602222390498532e-12
0.01061213045816599, 5.60345111035602e-12
0.010617019139287701, 5.604680041491748e-12
