m (eV), gayy (GeV^(-1))
0.01, 1.3352768673736993e-13
0.010004606691503637, 1.322519900354646e-13
0.010009215505167928, 1.3097467685394681e-13
0.0100138264419705, 1.2969575120695682e-13
0.010018439502889411, 1.2841521736884033e-13
0.010023054688903176, 1.2713307988820459e-13
0.010027672000990756, 1.2584934360289381e-13
0.010032291440131577, 1.2456401365593669e-13
0.010036913007305503, 1.2327709551256025e-13
0.010041536703492851, 1.219885949783279e-13
0.010046162529674389, 1.206985182185097e-13
0.010050790486831348, 1.1940687177876907e-13
0.0100554205759454, 1.1811366260729208e-13
0.010060052797998669, 1.1681889807844734e-13
0.01006468715397373, 1.155225860181244e-13
0.010069323644853629, 1.1422473473087802e-13
0.010073962271621838, 1.1292535302904806e-13
0.010078603035262302, 1.1162445026398882e-13
0.010083245936759404, 1.1032203635962999e-13
0.010087890977097997, 1.0901812184853258e-13
0.010092538157263378, 1.0771271791069766e-13
0.010097187478241296, 1.0640583641534171e-13
0.010101838941017955, 1.0509748996592146e-13
0.010106492546580022, 1.037876919487004e-13
0.010111148295914613, 1.0247645658519314e-13
0.010115806190009291, 1.0116379898883877e-13
0.010120466229852082, 9.984973522630666e-14
0.01012512841643147, 9.853428238388699e-14
0.01012979275073639, 9.721745863945901e-14
0.010134459233756232, 9.589928334058073e-14
0.010139127866480835, 9.457977708932109e-14
0.010143798649900514, 9.32589618345043e-14
0.010148471585006024, 9.193686097215691e-14
0.010153146672788578, 9.061349945497474e-14
0.010157823914239843, 8.928890391179443e-14
0.01016250331035196, 8.796310277811762e-14
0.010167184862117507, 8.663612643892185e-14
0.010171868570529527, 8.530800738507739e-14
0.010176554436581518, 8.397878038492033e-14
0.010181242461267448, 8.264848267269232e-14
0.010185932645581725, 8.131715415581215e-14
0.010190624990519226, 7.998483764315649e-14
0.010195319497075278, 7.865157909688327e-14
0.010200016166245681, 7.731742791061872e-14
0.01020471499902668, 7.598243721727665e-14
0.010209415996414985, 7.464666423017666e-14
0.010214119159407757, 7.331017062172027e-14
0.010218824489002633, 7.197302294444016e-14
0.010223531986197697, 7.063529310001698e-14
0.010228241651991493, 6.929705886263089e-14
0.010232953487383024, 6.795840446403935e-14
0.010237667493371768, 6.661942124889628e-14
0.010242383670957644, 6.528020841019506e-14
0.010247102021141043, 6.394087381626226e-14
0.010251822544922806, 6.260153494265004e-14
0.010256545243304254, 6.12623199244443e-14
0.010261270117287152, 5.992336874717565e-14
0.010265997167873735, 5.858483459757795e-14
0.010270726396066689, 5.724688539922706e-14
0.01027545780286918, 5.590970556246361e-14
0.010280191389284826, 5.45734979833857e-14
0.010284927156317703, 5.323848633300956e-14
0.01028966510497235, 5.1904917685411595e-14
0.010294405236253783, 5.057306554288128e-14
0.010299147551167467, 4.9243233327296205e-14
0.010303892050719334, 4.791575842038157e-14
0.010308638735915771, 4.659101685189892e-14
0.01031338760776365, 4.52694287545774e-14
0.01031813866727029, 4.395146472866323e-14
0.010322891915443475, 4.2637653288023184e-14
0.010327647353291452, 4.132858959506224e-14
0.010332404981822947, 4.0024945734287037e-14
0.010337164802047136, 3.872748282564807e-14
0.010341926814973664, 3.7437065340056316e-14
0.010346691021612635, 3.615467805210088e-14
0.010351457422974638, 3.48814461496671e-14
0.010356226020070703, 3.361865911688094e-14
0.010360996813912338, 3.236779911329224e-14
0.010365769805511522, 3.113057468302539e-14
0.010370544995880693, 2.9908960730631554e-14
0.010375322386032752, 2.870524577323636e-14
0.010380101976981068, 2.752208748182326e-14
0.010384883769739492, 2.636257739155563e-14
0.010389667765322323, 2.5230315284868752e-14
0.010394453964744334, 2.4129492965949592e-14
0.010399242369020761, 2.306498570861672e-14
0.010404032979167322, 2.20424472406537e-14
0.010408825796200191, 2.1068400326744584e-14
0.01041362082113601, 2.015030945164057e-14
0.010418418054991885, 1.929661466451631e-14
0.01042321749878541, 1.8516696923444742e-14
0.010428019153534631, 1.7820737316057314e-14
0.010432823020258065, 1.7219429592206158e-14
0.010437629099974697, 1.6723514153805743e-14
0.010442437393703992, 1.6343129174278286e-14
0.010447247902465874, 1.6087023558531362e-14
0.010452060627280742, 1.5961738017489218e-14
0.010454534001974736, 1.5949555335300704e-14
0.010454534001974752, 1.594955533530074e-14
0.010456875569169456, 1.5970910193084136e-14
0.010458885770906715, 1.6014702571399408e-14
0.010461692729153363, 1.6114865685796245e-14
0.010466512108254266, 1.639060091250116e-14
0.010471333707494446, 1.6792161237462297e-14
0.010476157527896646, 1.7311313982749453e-14
0.010480983570484097, 1.7938356772731328e-14
0.010485811836280487, 1.8662904263061734e-14
0.010490642326309979, 1.94745439480777e-14
0.010495475041597204, 2.0363312888216543e-14
0.010500309983167278, 2.131999689974347e-14
0.010505147152045778, 2.2336282305565877e-14
0.010509986549258755, 2.3404799971363662e-14
0.01051482817583273, 2.4519099033616784e-14
0.01051967203279471, 2.5673580103807653e-14
0.010524518121172163, 2.6863409152674998e-14
0.010529366441993029, 2.808442586447049e-14
0.010534216996285723, 2.9333054662833534e-14
0.010539069785079147, 3.060622276215479e-14
0.010543924809402663, 3.190128713148625e-14
0.010548782070286108, 3.321597077994124e-14
0.010553641568759792, 3.454830795420963e-14
0.010558503305854516, 3.589659743731641e-14
0.010563367282601535, 3.725936298594101e-14
0.010568233500032588, 3.8635319933130315e-14
0.010573101959179888, 4.002334704605678e-14
