m (eV), gayy (GeV^(-1))
0.01, 2.3451585345136048e-11
0.010004606691503637, 2.345374818252654e-11
0.010009215505167928, 2.345590778739861e-11
0.0100138264419705, 2.345806415470999e-11
0.010018439502889411, 2.3460217279412278e-11
0.010023054688903176, 2.3462367156450943e-11
0.010027672000990756, 2.3464513780765337e-11
0.010032291440131577, 2.3466657147288688e-11
0.010036913007305503, 2.3468797250948078e-11
0.010041536703492851, 2.347093408666442e-11
0.010046162529674389, 2.3473067649352508e-11
0.010050790486831348, 2.3475197933920935e-11
0.0100554205759454, 2.3477324935272167e-11
0.010060052797998669, 2.347944864830246e-11
0.01006468715397373, 2.348156906790189e-11
0.010069323644853629, 2.3483686188954355e-11
0.010073962271621838, 2.3485800006337567e-11
0.010078603035262302, 2.348791051492298e-11
0.010083245936759404, 2.34900177095759e-11
0.010087890977097997, 2.3492121585155357e-11
0.010092538157263378, 2.3494222136514207e-11
0.010097187478241296, 2.3496319358499028e-11
0.010101838941017955, 2.3498413245950185e-11
0.010106492546580022, 2.350050379370177e-11
0.010111148295914613, 2.3502590996581643e-11
0.010115806190009291, 2.350467484941138e-11
0.010120466229852082, 2.3506755347006305e-11
0.01012512841643147, 2.3508832484175446e-11
0.01012979275073639, 2.3510906255721563e-11
0.010134459233756232, 2.351297665644111e-11
0.010139127866480835, 2.351504368112424e-11
0.010143798649900514, 2.3517107324554818e-11
0.010148471585006024, 2.3519167581510372e-11
0.010153146672788578, 2.352122444676213e-11
0.010157823914239843, 2.3523277915074965e-11
0.01016250331035196, 2.3525327981207425e-11
0.010167184862117507, 2.3527374639911728e-11
0.010171868570529527, 2.3529417885933724e-11
0.010176554436581518, 2.353145771401291e-11
0.010181242461267448, 2.353349411888241e-11
0.010185932645581725, 2.353552709526899e-11
0.010190624990519226, 2.3537556637893013e-11
0.010195319497075278, 2.353958274146848e-11
0.010200016166245681, 2.3541605400702967e-11
0.01020471499902668, 2.3543624610297677e-11
0.010209415996414985, 2.354564036494738e-11
0.010214119159407757, 2.3547652659340435e-11
0.010218824489002633, 2.354966148815878e-11
0.010223531986197697, 2.3551666846077916e-11
0.010228241651991493, 2.35536687277669e-11
0.010232953487383024, 2.355566712788834e-11
0.010237667493371768, 2.3557662041098406e-11
0.010242383670957644, 2.3559653462046773e-11
0.010247102021141043, 2.3561641385376682e-11
0.010251822544922806, 2.356362580572487e-11
0.010256545243304254, 2.35656067177216e-11
0.010261270117287152, 2.3567584115990642e-11
0.010265997167873735, 2.356955799514925e-11
0.010270726396066689, 2.3571528349808185e-11
0.01027545780286918, 2.35734951745717e-11
0.010280191389284826, 2.3575458464037505e-11
0.010284927156317703, 2.3577418212796788e-11
0.01028966510497235, 2.3579374415434193e-11
0.010294405236253783, 2.3581327066527834e-11
0.010299147551167467, 2.3583276160649256e-11
0.010303892050719334, 2.358522169236345e-11
0.010308638735915771, 2.3587163656228814e-11
0.01031338760776365, 2.3589102046797218e-11
0.01031813866727029, 2.359103685861391e-11
0.010322891915443475, 2.3592968086217543e-11
0.010327647353291452, 2.3594895724140205e-11
0.010332404981822947, 2.3596819766907338e-11
0.010337164802047136, 2.3598740209037793e-11
0.010341926814973664, 2.360065704504379e-11
0.010346691021612635, 2.360257026943092e-11
